complex_name,radius,roughness_ring1,roughness_ring2,roughness_ring3,roughness_ring4,roughness_ring5,roughness_ring6,roughness_ring7,roughness_ring8,roughness_ring9,roughness_ring10
1BVN-5_P_1BVN-5_T,19.893675209131228,1.099359933161592,1.677241043210963,2.8524594409321185,3.1490867349221974,2.5635043081947426,2.2081738348196644,2.4936839935906963,2.6106160567076073,2.1683889210618448,1.5419347302754431
1C8N-10_A_1C8N-10_C,22.981728945693327,0.8790166464710261,1.1245811266377277,1.4245593499745834,1.9319635873819183,2.375405765730796,2.532973556216037,2.3128291266127508,2.0435504263034874,2.3153130460338867,0.4501467436569015
1C3X-1_A_1C3X-1_C,25.645321186421196,1.6732329524409904,1.5694645353947325,1.4609825077271712,1.3943671868628562,1.863136695897903,1.6648755842498828,2.193241445876414,2.375726801539655,2.5762663340024,3.06734194526513
1BPO-5_B_1BPO-5_C,27.133437371452775,1.2732315041457434,2.0865787276204157,2.233861523020489,2.024686494775954,2.295990011557159,2.1315557370561233,2.4957985119844253,1.9513119391294986,2.277993043850955,0.6782703910772933
1BR1-9_C_1BR1-9_D,26.95973777236349,1.6115465839810232,2.409249210830652,2.75407260438071,3.4384638211373146,2.564435673010967,3.0034472218337074,3.3249661693091492,3.665393438638958,2.9743280497845466,1.8847691033243616
1C9T-7_A_1C9T-7_G,18.61942721668951,1.29897179962337,2.302509707911227,2.502671891575526,2.57997460819767,2.717685360175812,2.773371304048901,2.7168206752301383,2.5096396828976424,1.8248363454514898,1.4820100836300119
1C7N-6_C_1C7N-6_D,30.03848328508097,2.0867845397100035,2.314586799129651,2.586925900721817,2.557239589418853,2.657469389685144,2.9519076789511685,2.340848952947126,1.7779695916141172,1.0695701590014655,0.8447594250503375
1C8U-8_A_1C8U-8_B,26.30959462637578,2.9042431018084622,3.818990396928468,4.6585267730419035,4.248824994435999,3.870843636434771,3.964036214543064,4.750146268345477,5.006439924786316,3.7242846463935297,2.276748214314207
1C3C-9_A_1C3C-9_B,42.181983429517224,1.349207305550197,1.904372241958476,2.1642473626140637,2.7257445914693665,3.9508452373835006,4.681312085420247,5.001127639099372,5.004236226467526,8.210076097124501,0.7131546129321268
1CMV-9_A_1CMV-9_B,21.876224703330603,1.5400299417841992,2.2630539455235907,2.313749292266451,2.471348247728634,2.2140533786477623,2.490047232252088,2.130306028126165,2.599560799925374,1.7255762739270473,1.7031166381752376
1CN4-1_B_1CN4-1_C,27.469742878395085,1.867265093898408,3.075994785654551,2.7143708932828527,2.312857785839469,2.6522256891161473,2.7566702650591646,2.897937833042089,2.908588639635625,3.032354875065138,2.5343789843495115
1CLI-7_A_1CLI-7_B,28.63668924321173,2.0961764508296996,2.3325343017605147,2.4681073019577764,2.900546613096,3.0794568265905773,2.806294398775118,2.5862410420326998,2.5758420119722754,1.6984386958582947,1.1113818318229993
1CN3-2_D_1CN3-2_E,31.768775021616225,2.2443006909219183,3.492615843604519,4.033311779740746,4.264216525911579,3.7880658206171036,3.0251255639631554,2.829991255028988,2.5330033139298544,2.0663269678543923,1.5963639716756004
1CQ3-6_A_1CQ3-6_B,24.165027366986433,1.331353620424449,1.52329221854183,1.22793076018706,1.5265437342522836,2.1574506985779744,2.363717957180964,2.0664463534963406,2.259467696942932,2.522036045480778,2.002607748228014
1CP2-9_A_1CP2-9_B,23.437421983265462,0.5893805813225772,1.330818016818788,1.8055757864966049,2.520622917858717,2.7181972342317815,2.2371216172326056,2.4423020732933347,2.1238251617717587,1.9554906379389085,1.103721591183309
1CB7-10_B_1CB7-10_D,30.143750165027846,3.350060672701159,3.3954532559109634,3.7130810028638463,3.5254559938665304,3.0915847627149122,2.479767398336449,3.0005572728328556,3.2146049429338945,3.9865275435381173,1.1576490439853384
1D1J-8_B_1D1J-8_D,19.407886707390475,0.32972847513784725,0.6217585503575667,1.0162095496826418,1.4152190678035579,2.0095264954284184,2.732033233225116,2.6717657652163607,2.648014790092239,1.7743458157900829,0.6278357164866318
1D2Z-7_A_1D2Z-7_B,22.99896296699775,0.5352387852550677,1.3193209952796323,1.4441009505855005,1.5954311135522792,1.830580352610954,1.9320201351685395,2.35359008060227,2.5551508667879292,1.8071723470092473,1.3821804922587742
1CQI-8_A_1CQI-8_B,23.866414165372877,0.5837570316103399,1.6434231375074404,3.3077596093495782,3.767322438574631,3.415057150282394,2.703967719599476,1.7769119636095816,1.6309307489684717,1.3478426582255458,0.9182158973155504
1D6R-1_A_1D6R-1_I,21.819938075673946,0.8761266044671349,1.007426217318687,1.0647135866218485,1.6110242254475606,2.1473509674932307,2.2657056780534015,1.8316690831292017,1.8624263541657655,1.0049676656202968,0.3818163507605953
1D4X-10_A_1D4X-10_G,25.024985261867556,1.6367684986246211,1.9533641500078331,2.8243381801126133,2.5153904093906667,2.327441084643091,2.9033790996381983,2.7726534122756084,2.988701518092943,4.05305116748074,3.702333393254268
1D3Y-5_A_1D3Y-5_B,29.752516464487343,1.3882150196628276,2.0740957613582744,2.644839376794599,2.8079142465644096,2.8739172878209853,2.5417475361647375,2.0498803337718385,2.169550956953377,2.141731552868477,1.4120945560337723
1DBW-1_A_1DBW-1_B,19.695047596588324,0.5851659065652758,0.6467837620309593,1.3937260577386452,2.302984468311389,1.9181154751662863,1.6577830301626062,1.7970360657205269,1.7189106769413607,1.7163050597943321,1.4073190945639653
1D9E-6_A_1D9E-6_B,23.954565154519404,2.1628232272126584,2.902948490195981,2.640733962643261,2.5589684722727988,3.273886410773035,2.6381325964329743,2.1739171947421427,2.789543096064788,3.0747879223174417,2.9936530506114227
1D8H-8_A_1D8H-8_B,26.424279474011083,,1.2685371987568361,3.3103844663341335,3.9176427546100436,5.8822611801730496,5.303287258350461,4.72183009211569,4.842310129097032,3.886598808480803,3.2298556290775258
1DB2-1_A_1DB2-1_B,26.591504626425206,1.6444179153632943,2.309611210252191,2.6535645062561684,2.1921260044369992,2.595317839543533,2.089828661900677,2.2865924456202924,1.6511955296981375,2.2702485709049074,3.824755983074791
1CS0-5_A_1CS0-5_B,33.636438326764406,1.2534613725427906,1.9952099392201454,2.5424279878328617,2.351475358416771,2.2330762750276816,2.254809192335904,2.395816156428481,2.4408309377316635,1.8178429755764625,1.7934444599095352
1DD1-9_A_1DD1-9_B,22.52438376596584,1.717113102805587,2.1426377812566897,1.7988516005273036,2.2048699750253387,2.2135068327418534,2.4774559073993485,2.523023121106086,2.714265124100146,2.2265835732945938,1.27665326648225
1DDJ-1_A_1DDJ-1_B,18.927125781835393,0.7176341367535982,1.277358933444554,1.8571177349112675,2.5298302118441214,2.5721090857367583,2.4770863306686453,2.5284397110437213,2.6583215377902603,3.1084356071089445,2.216883207043554
1CX8-4_F_1CX8-4_G,34.33179592374213,3.865760665577748,4.032645328825204,3.1527161664043994,2.5306285336888155,2.747642246843658,3.1397254207739285,3.272058403989277,2.792173916975827,2.896894308912057,2.052130011295158
1DJS-10_A_1DJS-10_B,21.115190984611683,1.3771058865101118,1.639783759928063,1.8421435032391198,2.045620153833187,1.8115506514349993,1.9924181586455711,1.8766536830760745,1.161157287735332,1.366899230549989,0.38829624552800457
1DM9-9_A_1DM9-9_B,24.646714827655895,1.182137945647706,1.7481573787032219,2.1812435512737784,2.227608372977827,2.38382913754882,2.9660460617547253,3.761569193099337,4.110930680785298,3.060549723328084,2.8708121983972887
1DLE-2_A_1DLE-2_B,22.973616944054037,1.5084414345655393,1.6180748161481855,2.4031387802778634,2.4571092323105836,3.6275446753055753,4.003536905609553,3.7988021570852863,3.0113025627282055,1.561840838524841,1.5253179445767726
1DE5-7_A_1DE5-7_B,31.528146892176483,3.1150284340993744,2.8888820305841394,2.5956245852569655,2.869652457597169,3.805208295155129,3.6379451059278907,2.861537660038068,2.532286210546724,1.7627867400294726,1.421343820163058
1DLT-9_A_1DLT-9_B,30.163153477547997,1.583452543351583,2.039754141137029,1.7359392375145792,1.4285807851730923,2.5587483283995685,2.7630866646715986,2.6929632788448292,1.993845683137578,2.363472731938958,0.7060661810476379
1DM5-4_E_1DM5-4_F,23.124595908264503,2.6303866655596355,3.2670953422646676,2.9678963060921695,2.053008818049638,1.8980272667630063,2.047115873980178,2.4031208914561053,2.7397227365624826,2.0394723615573707,1.8557245407060299
1DOH-8_A_1DOH-8_B,24.113203956565798,0.5348539464615589,0.7197765830023801,1.72791007754354,2.164640845542633,2.434121978358417,2.682565663393516,2.5876942855781278,2.9919920716149564,3.1840695666427465,2.686133652900667
1DNW-5_B_1DNW-5_D,32.70144781030082,1.613490421856414,2.581048039647336,2.4381049182779893,2.4811485459468647,2.730558284506364,3.103926304726858,2.5182569494449383,1.9787055187513787,1.9848865529209052,1.8162997837417658
1DGB-6_B_1DGB-6_D,27.268885029966395,0.9619805182342371,1.6251351345793121,2.294307914204429,2.4843972990680725,2.0481379845393897,2.044486388069621,1.9848335137740227,1.9478345046477181,1.5021638087375926,1.4615639502196647
1DSX-6_E_1DSX-6_H,16.025068519272722,0.9042458845311847,1.445658589365314,1.6499698805265892,1.6751812303497913,1.7561095211297908,2.49168761739628,2.6912990890713626,2.6405557754570412,2.488513065997197,2.2546639015759364
1E44-6_A_1E44-6_B,17.889343869783563,0.603541561285958,1.1196268162213645,1.4701529451371032,1.7668735174241563,1.7669304391275713,1.7056737179676287,1.7818273444750556,1.4539631685348964,1.1257977501386214,0.6653460757281218
1DOS-5_A_1DOS-5_B,29.609982135773844,,1.8352460023824164,2.467236296143788,3.1795750332634944,3.2418405196560722,2.732698571273972,2.4407267250003124,2.335300220204434,2.9803897465855016,0.7280717960483292
1DXX-3_C_1DXX-3_D,40.32839757432586,1.505604867678083,2.9947863591096633,4.109118477139543,3.1218933316904507,3.4487420377412357,3.3324004279920008,2.3681070892698006,2.1516182338179473,3.388382408834975,4.344332908343073
1DS8-6_L_1DS8-6_M,28.170561368326787,1.123743198760574,1.3691503632971647,1.7086878802007526,2.023485208456728,2.953456719331944,3.844194314661802,3.4300268536561584,3.0009248624103746,2.379488903173087,2.0183421014328013
1E3U-5_A_1E3U-5_C,18.204311718488636,1.0858469099888135,1.2685435326175092,1.1070263889695955,1.5388049666383934,2.15250407620774,2.3541145536069767,2.271855614370828,1.8649842576777171,1.8358486930919307,1.6580778978873447
1E0J-8_A_1E0J-8_B,33.146321189837785,2.0834235894579556,2.7613134269935373,3.3709445739466393,3.7060438303093983,4.177991901444505,4.567219646529875,5.42437412821068,3.2633680850444833,2.5008498776608,1.5398296721232227
1E6E-4_A_1E6E-4_B,21.719806568924085,0.9441010215283636,1.6640279350097196,1.7908036509173058,2.4023290415782594,2.175345396705263,2.0134650186592045,1.7067872126493997,1.9666509297886827,1.8700194804018535,1.5111899268398472
1EAI-10_A_1EAI-10_C,18.953531458762072,0.8371384832557517,1.116249916166873,1.8766600653082626,2.214339149246276,2.3039652711435274,2.2526239913356716,2.416582822477975,2.3234509962478134,2.1821336203439805,2.056959068697074
1E0U-2_C_1E0U-2_D,27.59957372297619,3.226086954019347,4.301373178268249,3.9807260497723815,3.1165171430906526,2.638925491096459,2.6070692202730745,2.3471629794547737,1.3668876148657407,1.9776043339706062,1.378678280032379
1E96-3_A_1E96-3_B,22.162459192614214,0.8302171920728214,1.0624749835852387,1.9199703670088315,2.8004662338307775,3.7970430820402523,2.7004226178833153,2.3445974960837823,2.8393268736872233,2.937512942219791,2.0204302893016317
1E5Q-4_C_1E5Q-4_D,26.772429725561928,1.6503900822395885,3.982790712361691,5.474406696138447,4.729264490393332,3.661332783524341,2.64701262596405,1.7668453967406208,2.471509346158885,3.2625329632323936,3.6027645909849864
1EAW-9_A_1EAW-9_B,19.683637134847903,1.0609014490916455,1.688472210630252,1.859163203829397,1.9825713836518521,2.169518524398038,2.126799184753674,2.157062577284214,1.9459735632144395,1.7342090501713443,0.8024328003112485
1E6V-10_B_1E6V-10_E,35.94078086009122,1.9124388289101504,1.8822858301993468,2.2571727343082917,3.354680786423747,4.007605494591775,2.871718217625314,3.3675954919332076,4.436507518968571,3.351778820496538,1.8695976599498798
1EF1-5_B_1EF1-5_D,36.58941417524425,1.6668073189808925,3.4058094479401313,4.615632810580781,4.404237441005841,3.0477185410824545,4.079090374842017,4.113978957417387,3.882166091180682,3.2615381093311315,1.8499958096314342
1E9I-6_A_1E9I-6_B,29.71913798200963,2.138738537505412,2.3883502594749206,2.6398328006768654,2.7788623187003165,2.274429660238701,2.3052273131087144,2.4034260858132153,2.7957162011437826,2.00929373203221,0.8539514225639631
1EF8-7_A_1EF8-7_B,24.43535857171481,3.391807864263355,3.64690905627282,3.6609580701569473,3.7539445299613416,3.9930520289988674,3.9452132745777004,3.620474232351879,2.341695189069943,1.2144304577007512,1.5079831599879436
1E8F-7_A_1E8F-7_B,32.804522032127146,1.6892555730298813,2.804911485248492,3.1549920582281445,2.8660418752509838,2.2834373389456792,2.4565211316978175,2.065949162585621,2.7684778422698764,3.4819642586361725,1.1418326961066654
1EFV-9_A_1EFV-9_B,23.506674335049357,1.6089088466200125,2.6085458999999127,3.365510659225305,2.5969322348639468,2.055445353626311,2.191204210628993,2.9882789038924567,2.7919166502717574,2.98764866508753,1.8630009759328592
1EJA-9_A_1EJA-9_B,18.589041290680925,0.9673854631451303,1.550061475346116,1.689043910544816,2.1491687218384468,2.8583103222870982,3.6772484787977446,3.5309883118982044,3.352001120034664,2.656215408623328,1.9045155432241114
1EHI-9_A_1EHI-9_B,33.72940162945181,2.126263621993161,3.6921907120878297,4.533477678403924,5.024893961430397,5.067944875212257,4.313944035172471,3.3510619411942155,4.143414368722227,3.0166922209758185,1.6852402948054876
1EMV-4_A_1EMV-4_B,18.88179951518834,1.0645456787137848,1.6704568369552124,2.2197764113707215,2.9006153837599684,2.8923260461610307,3.1391008596284458,3.138836647178185,2.532816574126439,1.9370380064213306,1.11971944906778
1EM8-6_A_1EM8-6_B,20.435526726146282,0.4830256210374174,1.0155203271687352,1.3418126910063586,1.4752355917836848,1.6358519309977368,2.070480663545738,2.3092018043921594,2.458933531409813,2.1527065853043,1.0312244415030243
1EL6-10_A_1EL6-10_C,26.97732513314837,0.8190499037894775,1.4450295725943498,1.9917974447240323,2.590232016079159,3.4104359186368143,3.566347430847299,4.635275143355162,3.1806894910053325,2.794128388164721,1.7992754702858964
1EM1-1_A_1EM1-1_B,21.306152640936446,1.145665513802071,1.1436264119956867,1.2072187308805056,2.369292784939812,2.3486883968420758,1.7419998857206496,1.5661167297873864,1.7707876104675468,1.7979430917145383,1.8434723327826381
1EJW-7_A_1EJW-7_C,23.58300483773749,0.9498525597008959,1.3053892053270126,1.454118014643884,1.8506332756046453,2.3882585057954655,2.9522132613172736,2.7371354529849037,2.6974758554197056,1.5233933858336475,0.861489416330005
1EI1-5_A_1EI1-5_B,40.66763706611978,2.3366222654201483,2.574050797145327,3.595618333399622,3.7652127466950684,4.0171554207422195,3.0652327745764847,4.222990191188008,3.6605164684910827,3.40537332754833,4.505455068343
1EK6-7_A_1EK6-7_B,20.05332435261893,0.7700797748444093,1.1070479070419934,1.1806456277827284,1.8183076575058152,2.3376777957243076,2.250816121899372,1.9638295279995899,2.006068923515835,1.7683001673638838,1.1936358548065673
1ERN-5_A_1ERN-5_B,29.682747216060623,2.7023934112770625,3.6209398329000537,4.027357731682318,4.070828443885988,5.074040430739608,4.789762382677929,4.125846498717208,3.5599014473414106,3.6572866885650006,3.4884237011392267
1ETE-9_C_1ETE-9_D,23.136074703921324,1.4348486756290615,1.6047832904415835,2.4493834501941985,2.3620718449141545,2.5086472426740665,2.7398044112032673,2.584314138611129,1.9261087325170188,1.127212996117049,1.178622434867936
1EWJ-10_C_1EWJ-10_D,17.588388991313177,0.35898084784066164,0.8761718414431254,1.4118127063327366,1.7797934411865515,1.79603225680396,1.432031018666066,1.4282202554863856,1.665976162889975,1.6320272586906455,1.100497247863191
1ES0-7_A_1ES0-7_B,27.675460315481676,2.682989490833343,4.331656450131115,4.805184736956335,3.87529669515182,2.411888758824938,2.2693840598546355,1.8821265223801524,2.519571897020818,2.5205257627116318,2.8107539532333696
1EWY-8_A_1EWY-8_C,20.22893662117903,1.3177752724760854,1.671651715220978,1.5415441505438858,2.0739197696115474,2.088640514378492,1.9761986008729229,2.270335036978312,2.4697757031870586,2.318046091766718,1.4205234782159262
1EV7-8_A_1EV7-8_B,33.889304314439826,1.4359247622562312,2.3840666147609193,2.662227765766332,2.6306227858908366,3.4073694549714135,2.591457809294975,2.2822120173277582,2.260980838841906,2.4820845123948927,0.5016993164251637
1ESM-6_C_1ESM-6_D,26.551869495737343,3.417317339096786,5.279552145279333,5.040871823156368,4.624467712548912,3.941909416307855,2.652108492385016,2.0184032612596328,2.6702278291053374,3.4634258441272188,4.345955287155757
1F15-2_A_1F15-2_B,24.532913071726966,0.6477993413825176,1.5276828082395502,2.1372463968191466,3.156500923197949,2.9223541728669926,3.1718935543165396,2.5377074837010043,3.5896571636810695,2.8473248453771673,1.3996542047560023
1F2U-5_C_1F2U-5_D,24.433509427274355,1.1390499175974342,1.6136932998475826,1.7638374475535208,1.8672710074030965,1.9979479859648588,2.996345737621082,4.189563394557917,3.618763199046176,3.7773949183291693,0.9316042560931875
1F37-7_A_1F37-7_B,19.818200384459477,0.3522449673343214,0.803955359540553,1.2012039310355185,1.7932746730646387,2.486392040498441,2.3333651576397867,1.850649822411491,1.9372325429052408,1.9214102816060792,1.161136588080792
1EZ1-9_A_1EZ1-9_B,26.829824020971518,0.9765154049580499,2.201745363751227,3.0917540965242902,3.2054368101163324,3.093811940115323,3.8527190648795346,4.482919509857166,5.04030966109922,4.011293245326308,3.6761045199706945
1F06-5_A_1F06-5_B,27.28856132826,0.40109015222617594,2.036654336701683,3.469102115584192,3.538057770271253,4.008383567808603,4.001403565236807,3.6189484481959684,2.8865745318935896,2.5232954643446153,1.1010108637124398
1F28-8_A_1F28-8_B,22.69886202936675,2.509260998037635,3.3806894548261543,4.0100855512016675,3.5677515633434447,3.0023198719134974,2.306668575542839,2.523262123474494,2.413966252630537,2.2975037448955797,2.072636310062439
1F34-9_A_1F34-9_B,25.563377721708722,1.436094533414803,2.1830499284967444,2.8121290162036203,3.245701777320903,2.7733535032703474,2.7432688390709665,2.604752742167627,2.6163166530469715,1.4303690298517882,2.176334151739799
1F3M-8_B_1F3M-8_D,21.5029008409788,0.8704223607428887,1.5636623113353898,1.8763788675521718,2.443850989891567,3.147806441525459,3.416270761439551,3.0897311150760975,2.845101223575693,2.532744071579158,1.9321025550869548
